Nº,Bacia,Campo,Localização,Operador,Queima de Gás (Mm³/d),mes
8,Solimões,Leste Do Urucu,Terra,Petrobras,103.403412580645,2020-07-01
9,Santos,Sapinhoá,Mar,Petrobras,99.2303758064516,2020-07-01
10,Santos,Sururu,Mar,Petrobras,88.193484516129,2020-07-01
11,Campos,Jubarte,Mar,Petrobras,86.9770335483871,2020-07-01
12,Solimões,Rio Urucu,Terra,Petrobras,79.4732551612903,2020-07-01
13,Santos,Berbigão,Mar,Petrobras,64.3549661290322,2020-07-01
14,Campos,Albacora Leste,Mar,Petrobras,58.8004587096774,2020-07-01
15,Campos,Marlim Leste,Mar,Petrobras,51.7042777419355,2020-07-01
16,Santos,Lapa,Mar,Total E&P do Brasil,47.8468938709677,2020-07-01
17,Campos,Albacora,Mar,Petrobras,46.77841,2020-07-01
18,Santos,Sul De Lula,Mar,Petrobras,43.7522103225806,2020-07-01
19,Campos,Barracuda,Mar,Petrobras,38.3983148387097,2020-07-01
20,Santos,Atlanta,Mar,Enauta Energia S.A.,33.4007096774193,2020-07-01
1,Santos,Búzios,Mar,Petrobras,848.626085483871,2020-08-01
2,Santos,Atapu,Mar,Petrobras,763.47820483871,2020-08-01
3,Santos,Tupi,Mar,Petrobras,515.561665806452,2020-08-01
4,Campos,Roncador,Mar,Petrobras,209.570256774194,2020-08-01
5,Santos,Oeste De Atapu,Mar,Petrobras,158.545206451613,2020-08-01
6,Campos,Jubarte,Mar,Petrobras,153.792446774194,2020-08-01
7,Campos,Marlim,Mar,Petrobras,143.292249032258,2020-08-01
8,Campos,Marlim Sul,Mar,Petrobras,109.145223225806,2020-08-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,102.289860322581,2020-08-01
10,Santos,Sapinhoá,Mar,Petrobras,86.2861958064516,2020-08-01
11,Solimões,Rio Urucu,Terra,Petrobras,80.9132877419355,2020-08-01
12,Campos,Marlim Leste,Mar,Petrobras,63.9680235483871,2020-08-01
13,Campos,Albacora,Mar,Petrobras,49.5913790322581,2020-08-01
14,Campos,Albacora Leste,Mar,Petrobras,46.0509093548387,2020-08-01
15,Santos,Sururu,Mar,Petrobras,41.8597783870968,2020-08-01
16,Campos,Barracuda,Mar,Petrobras,41.05059,2020-08-01
17,Santos,Sul De Tupi,Mar,Petrobras,34.4983625806452,2020-08-01
18,Campos,Marimbá,Mar,Trident Energy,34.2588106451613,2020-08-01
19,Santos,Berbigão,Mar,Petrobras,30.4791883870968,2020-08-01
20,Campos,Pampo,Mar,Trident Energy,26.9177132258064,2020-08-01
1,Santos,Búzios,Mar,Petrobras,697.487707,2020-09-01
2,Santos,Atapu,Mar,Petrobras,620.644805,2020-09-01
3,Santos,Tupi,Mar,Petrobras,560.430141333333,2020-09-01
4,Campos,Roncador,Mar,Petrobras,217.046265333333,2020-09-01
5,Santos,Oeste De Atapu,Mar,Petrobras,128.884175,2020-09-01
6,Campos,Jubarte,Mar,Petrobras,121.792207,2020-09-01
7,Solimões,Leste Do Urucu,Terra,Petrobras,109.968948,2020-09-01
8,Campos,Marlim Sul,Mar,Petrobras,89.6633993333333,2020-09-01
9,Campos,Marlim,Mar,Petrobras,76.017994,2020-09-01
10,Solimões,Rio Urucu,Terra,Petrobras,75.881828,2020-09-01
11,Campos,Barracuda,Mar,Petrobras,44.0821016666667,2020-09-01
12,Santos,Sul De Tupi,Mar,Petrobras,38.7335573333333,2020-09-01
13,Santos,Sapinhoá,Mar,Petrobras,37.9102266666667,2020-09-01
14,Campos,Marimbá,Mar,Trident Energy,37.837685,2020-09-01
15,Santos,Lapa,Mar,Total E&P do Brasil,36.7658503333333,2020-09-01
16,Campos,Albacora Leste,Mar,Petrobras,34.5726693333333,2020-09-01
17,Campos,Albacora,Mar,Petrobras,31.947095,2020-09-01
18,Santos,Atlanta,Mar,Enauta Energia S.A.,31.3175313333333,2020-09-01
19,Campos,Marlim Leste,Mar,Petrobras,26.9987373333333,2020-09-01
20,Santos,Mero,Mar,Petrobras,24.4734666666667,2020-09-01
1,Santos,Tupi,Mar,Petrobras,730.263067333333,2020-11-01
2,Santos,Búzios,Mar,Petrobras,478.283371333333,2020-11-01
3,Campos,Roncador,Mar,Petrobras,259.861732,2020-11-01
4,Santos,Atapu,Mar,Petrobras,136.860100666667,2020-11-01
5,Santos,Sapinhoá,Mar,Petrobras,120.671602333333,2020-11-01
6,Campos,Marlim,Mar,Petrobras,117.43837,2020-11-01
7,Campos,Jubarte,Mar,Petrobras,114.067946,2020-11-01
8,Campos,Marlim Sul,Mar,Petrobras,98.616671,2020-11-01
9,Solimões,Leste do Urucu,Terra,Petrobras,87.963258,2020-11-01
10,Solimões,Rio Urucu,Terra,Petrobras,68.3235443333333,2020-11-01
11,Campos,Barracuda,Mar,Petrobras,57.3217236666667,2020-11-01
12,Campos,Albacora Leste,Mar,Petrobras,55.6439666666667,2020-11-01
13,Recôncavo,Araçás,Terra,Petrobras,48.586511,2020-11-01
14,Santos,Sul de Tupi,Mar,Petrobras,43.219004,2020-11-01
15,Campos,Albacora,Mar,Petrobras,36.341764,2020-11-01
16,Campos,Frade,Mar,Petro Rio Jaguar,35.0610666666667,2020-11-01
17,Campos,Marlim Leste,Mar,Petrobras,34.352823,2020-11-01
18,Campos,Pampo,Mar,Trident Energy,34.319631,2020-11-01
19,Recôncavo,Massapê,Terra,Petrobras,30.382758,2020-11-01
20,Santos,Mero,Mar,Petrobras,30.2645666666667,2020-11-01
1,Santos,Tupi,Mar,Petrobras,595.299733870968,2020-12-01
2,Santos,Búzios,Mar,Petrobras,467.487265806452,2020-12-01
3,Campos,Roncador,Mar,Petrobras,267.470901935484,2020-12-01
4,Santos,Sapinhoá,Mar,Petrobras,159.989649677419,2020-12-01
5,Campos,Jubarte,Mar,Petrobras,139.407894193548,2020-12-01
6,Campos,Marlim,Mar,Petrobras,136.617900645161,2020-12-01
7,Santos,Atapu,Mar,Petrobras,136.098472903226,2020-12-01
8,Campos,Marlim Sul,Mar,Petrobras,120.358569032258,2020-12-01
9,Campos,Marlim Leste,Mar,Petrobras,78.7669751612903,2020-12-01
10,Solimões,Leste Do Urucu,Terra,Petrobras,73.1794764516129,2020-12-01
11,Solimões,Rio Urucu,Terra,Petrobras,61.0402432258064,2020-12-01
12,Campos,Albacora,Mar,Petrobras,59.8446206451613,2020-12-01
13,Santos,Lapa,Mar,Total E&P do Brasil,46.9926783870968,2020-12-01
14,Campos,Barracuda,Mar,Petrobras,44.9841306451613,2020-12-01
15,Recôncavo,Araçás,Terra,Petrobras,38.7469083870968,2020-12-01
16,Santos,Sul De Tupi,Mar,Petrobras,38.5446212903226,2020-12-01
17,Campos,Albacora Leste,Mar,Petrobras,38.333344516129,2020-12-01
18,Espírito Santo,Golfinho,Mar,Petrobras,29.5298387096774,2020-12-01
19,Santos,Oeste De Atapu,Mar,Petrobras,28.2624441935484,2020-12-01
20,Santos,Mero,Mar,Petrobras,26.3094838709677,2020-12-01
1,Santos,Búzios,Mar,Petrobras,640.687749354839,2020-10-01
2,Santos,Tupi,Mar,Petrobras,520.399320322581,2020-10-01
3,Santos,Atapu,Mar,Petrobras,236.975639032258,2020-10-01
4,Campos,Roncador,Mar,Petrobras,180.627869677419,2020-10-01
5,Campos,Jubarte,Mar,Petrobras,168.39004,2020-10-01
6,Campos,Marlim Sul,Mar,Petrobras,105.338169354839,2020-10-01
7,Santos,Sapinhoá,Mar,Petrobras,94.695764516129,2020-10-01
8,Campos,Marlim,Mar,Petrobras,75.3496609677419,2020-10-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,70.4172119354839,2020-10-01
10,Campos,Barracuda,Mar,Petrobras,65.4832780645161,2020-10-01
11,Campos,Albacora,Mar,Petrobras,60.9283641935484,2020-10-01
12,Solimões,Rio Urucu,Terra,Petrobras,56.7551251612903,2020-10-01
13,Santos,Oeste De Atapu,Mar,Petrobras,49.2107712903226,2020-10-01
14,Campos,Albacora Leste,Mar,Petrobras,43.3747629032258,2020-10-01
15,Campos,Marlim Leste,Mar,Petrobras,37.3579090322581,2020-10-01
16,Campos,Garoupa,Mar,Petrobras,36.6881935483871,2020-10-01
17,Santos,Lapa,Mar,Total E&P do Brasil,32.3504548387097,2020-10-01
18,Santos,Atlanta,Mar,Enauta Energia,29.7498287096774,2020-10-01
19,Santos,Sul De Tupi,Mar,Petrobras,25.3163835483871,2020-10-01
20,Santos,Sururu,Mar,Petrobras,24.5481809677419,2020-10-01
1,Santos,Búzios,Mar,Petrobras,615.036730645161,2021-01-01
2,Santos,Tupi,Mar,Petrobras,495.551908709677,2021-01-01
3,Campos,Roncador,Mar,Petrobras,259.481192258065,2021-01-01
4,Santos,Sapinhoá,Mar,Petrobras,124.572156129032,2021-01-01
5,Campos,Marlim,Mar,Petrobras,123.264541935484,2021-01-01
6,Campos,Jubarte,Mar,Petrobras,101.370757419355,2021-01-01
7,Campos,Marlim Sul,Mar,Petrobras,100.535983870968,2021-01-01
8,Santos,Atapu,Mar,Petrobras,86.2621667741935,2021-01-01
9,Solimões,Leste do Urucu,Terra,Petrobras,81.0481270967742,2021-01-01
10,Campos,Marlim Leste,Mar,Petrobras,76.3338477419355,2021-01-01
11,Solimões,Rio Urucu,Terra,Petrobras,68.8188393548387,2021-01-01
12,Campos,Albacora Leste,Mar,Petrobras,63.6282396774194,2021-01-01
13,Campos,Barracuda,Mar,Petrobras,58.0570974193548,2021-01-01
14,Campos,Albacora,Mar,Petrobras,41.9232741935484,2021-01-01
15,Santos,Sul de Tupi,Mar,Petrobras,36.0235696774193,2021-01-01
16,Santos,Mero,Mar,Petrobras,34.2437419354839,2021-01-01
17,Campos,Tartaruga Verde,Mar,Petrobras,30.5899793548387,2021-01-01
18,Campos,Pampo,Mar,Trident Energy,29.1047570967742,2021-01-01
19,Campos,Enchova Oeste,Mar,Trident Energy,21.7554009677419,2021-01-01
20,Campos,Marimbá,Mar,Trident Energy,21.4543322580645,2021-01-01
1,Santos,Tupi,Mar,Petrobras,675.930619354839,2021-03-01
2,Santos,Búzios,Mar,Petrobras,578.264780645161,2021-03-01
3,Campos,Roncador,Mar,Petrobras,288.57038483871,2021-03-01
4,Campos,Marlim,Mar,Petrobras,215.956986451613,2021-03-01
5,Campos,Jubarte,Mar,Petrobras,135.248138064516,2021-03-01
6,Campos,Marlim Sul,Mar,Petrobras,125.495138709677,2021-03-01
7,Campos,Albacora,Mar,Petrobras,92.9227577419355,2021-03-01
8,Solimões,Leste do Urucu,Terra,Petrobras,83.4252167741935,2021-03-01
9,Santos,Sapinhoá,Mar,Petrobras,73.6765525806452,2021-03-01
10,Solimões,Rio Urucu,Terra,Petrobras,73.3043196774193,2021-03-01
11,Campos,Barracuda,Mar,Petrobras,67.6645525806452,2021-03-01
12,Santos,Lapa,Mar,Total E&P do Brasil,55.055065483871,2021-03-01
13,Santos,Atapu,Mar,Petrobras,52.318435483871,2021-03-01
14,Santos,Sul de Tupi,Mar,Petrobras,50.3355474193548,2021-03-01
15,Campos,Albacora Leste,Mar,Petrobras,46.9047238709677,2021-03-01
16,Santos,Sururu,Mar,Petrobras,24.9566503225806,2021-03-01
17,Espírito Santo,Golfinho,Mar,Petrobras,23.572064516129,2021-03-01
18,Campos,Marlim Leste,Mar,Petrobras,22.288875483871,2021-03-01
19,Campos,Tartaruga Verde,Mar,Petrobras,21.3819735483871,2021-03-01
20,Santos,Atlanta,Mar,Enauta Energia,17.0774516129032,2021-03-01
1,Santos,Búzios,Mar,Petrobras,577.491939666667,2021-04-01
2,Santos,Tupi,Mar,Petrobras,533.152202333333,2021-04-01
3,Campos,Roncador,Mar,Petrobras,212.267199,2021-04-01
4,Campos,Marlim,Mar,Petrobras,192.052335666667,2021-04-01
5,Campos,Marlim Sul,Mar,Petrobras,120.352381666667,2021-04-01
6,Solimões,Leste Do Urucu,Terra,Petrobras,119.680063666667,2021-04-01
7,Santos,Sapinhoá,Mar,Petrobras,109.328826333333,2021-04-01
8,Solimões,Rio Urucu,Terra,Petrobras,106.629237333333,2021-04-01
9,Campos,Jubarte,Mar,Petrobras,103.155534,2021-04-01
10,Santos,Mero,Mar,Petrobras,63.6143,2021-04-01
11,Campos,Albacora Leste,Mar,Petrobras,44.3674626666667,2021-04-01
12,Campos,Marlim Leste,Mar,Petrobras,40.0606426666667,2021-04-01
13,Espírito Santo,Golfinho,Mar,Petrobras,39.6741666666667,2021-04-01
14,Campos,Barracuda,Mar,Petrobras,36.6803303333333,2021-04-01
15,Santos,Sul De Tupi,Mar,Petrobras,35.0311626666667,2021-04-01
16,Campos,Marimbá,Mar,Trident Energy,27.3215593333333,2021-04-01
17,Campos,Albacora,Mar,Petrobras,26.7183353333333,2021-04-01
18,Recôncavo,Araçás,Terra,Petrobras,23.83529,2021-04-01
19,Campos,Tartaruga Verde,Mar,Petrobras,23.1039306666667,2021-04-01
20,Campos,Caratinga,Mar,Petrobras,23.0800353333333,2021-04-01
1,Santos,Búzios,Mar,Petrobras,621.384180967742,2021-05-01
2,Santos,Tupi,Mar,Petrobras,489.694216774194,2021-05-01
3,Campos,Roncador,Mar,Petrobras,180.33722483871,2021-05-01
4,Campos,Marlim,Mar,Petrobras,146.174199354839,2021-05-01
5,Solimões,Leste do Urucu,Terra,Petrobras,143.184208064516,2021-05-01
6,Solimões,Rio Urucu,Terra,Petrobras,126.772285483871,2021-05-01
7,Santos,Sapinhoá,Mar,Petrobras,124.491433870968,2021-05-01
8,Campos,Jubarte,Mar,Petrobras,121.387727741935,2021-05-01
9,Campos,Marlim Sul,Mar,Petrobras,112.45604516129,2021-05-01
10,Campos,Albacora Leste,Mar,Petrobras,72.5690648387097,2021-05-01
11,Santos,Mero,Mar,Petrobras,69.5582903225806,2021-05-01
12,Campos,Marlim Leste,Mar,Petrobras,60.5663422580645,2021-05-01
13,Campos,Barracuda,Mar,Petrobras,37.2578787096774,2021-05-01
14,Santos,Sururu,Mar,Petrobras,37.1027138709677,2021-05-01
15,Campos,Albacora,Mar,Petrobras,37.0001909677419,2021-05-01
16,Santos,Atlanta,Mar,Enauta Energia,35.1445806451613,2021-05-01
17,Santos,Sul De Tupi,Mar,Petrobras,34.479785483871,2021-05-01
18,Campos,Marimbá,Mar,Trident Energy,32.6410587096774,2021-05-01
19,Campos,Pampo,Mar,Trident Energy,30.4122180645161,2021-05-01
20,Santos,Atapu,Mar,Petrobras,23.1663806451613,2021-05-01
1,Santos,Búzios,Mar,Petrobras,710.279907666667,2021-06-01
2,Santos,Tupi,Mar,Petrobras,670.976378333333,2021-06-01
3,Campos,Roncador,Mar,Petrobras,223.152299,2021-06-01
4,Solimões,Leste do Urucu,Terra,Petrobras,117.407846,2021-06-01
5,Solimões,Rio Urucu,Terra,Petrobras,108.193863666667,2021-06-01
6,Campos,Jubarte,Mar,Petrobras,108.048752666667,2021-06-01
7,Campos,Marlim Sul,Mar,Petrobras,105.824258333333,2021-06-01
8,Campos,Marlim,Mar,Petrobras,101.274333,2021-06-01
9,Santos,Sapinhoá,Mar,Petrobras,98.259349,2021-06-01
10,Campos,Albacora Leste,Mar,Petrobras,94.7992353333333,2021-06-01
11,Campos,Albacora,Mar,Petrobras,65.1500623333333,2021-06-01
12,Santos,Mero,Mar,Petrobras,57.5006333333333,2021-06-01
13,Santos,Sul de Tupi,Mar,Petrobras,46.281314,2021-06-01
14,Campos,Marlim Leste,Mar,Petrobras,44.2121216666667,2021-06-01
15,Santos,Sururu,Mar,Petrobras,34.7063446666667,2021-06-01
16,Campos,Pampo,Mar,Trident Energy,34.6204736666667,2021-06-01
17,Santos,Atlanta,Mar,Enauta Energia,29.2149546666667,2021-06-01
18,Campos,Barracuda,Mar,Petrobras,27.412746,2021-06-01
19,Santos,Atapu,Mar,Petrobras,26.050557,2021-06-01
20,Campos,Marimbá,Mar,Trident Energy,23.616455,2021-06-01
1,Santos,Tupi,Mar,Petrobras,778.244285483871,2021-07-01
2,Santos,Búzios,Mar,Petrobras,613.985803870968,2021-07-01
3,Campos,Jubarte,Mar,Petrobras,311.318329677419,2021-07-01
4,Campos,Roncador,Mar,Petrobras,223.725482258065,2021-07-01
5,Santos,Sapinhoá,Mar,Petrobras,179.602542903226,2021-07-01
6,Campos,Marlim,Mar,Petrobras,145.274143548387,2021-07-01
7,Campos,Marlim Sul,Mar,Petrobras,106.635794516129,2021-07-01
8,Solimões,Leste Do Urucu,Terra,Petrobras,92.6338293548387,2021-07-01
9,Campos,Albacora Leste,Mar,Petrobras,91.0231970967742,2021-07-01
10,Solimões,Rio Urucu,Terra,Petrobras,84.929554516129,2021-07-01
11,Santos,Mero,Mar,Petrobras,67.3146451612903,2021-07-01
12,Campos,Albacora,Mar,Petrobras,66.5546396774193,2021-07-01
13,Santos,Sururu,Mar,Petrobras,53.7317264516129,2021-07-01
14,Campos,Marlim Leste,Mar,Petrobras,47.2900332258065,2021-07-01
15,Santos,Sul De Tupi,Mar,Petrobras,46.3858983870968,2021-07-01
16,Campos,Pampo,Mar,Trident Energy,37.9226387096774,2021-07-01
17,Santos,Atapu,Mar,Petrobras,37.2628409677419,2021-07-01
18,Santos,Lapa,Mar,TotalEnergies EP,31.9664535483871,2021-07-01
19,Campos,Argonauta,Mar,Shell Brasil,28.4311767741935,2021-07-01
20,Campos,Marimbá,Mar,Trident Energy,25.2069425806452,2021-07-01
1,Santos,Tupi,Mar,Petrobras,587.095623870968,2021-08-01
2,Santos,Búzios,Mar,Petrobras,471.789786129032,2021-08-01
3,Santos,Sépia,Mar,Petrobras,204.728153870968,2021-08-01
4,Campos,Roncador,Mar,Petrobras,174.970289354839,2021-08-01
5,Campos,Jubarte,Mar,Petrobras,121.076315483871,2021-08-01
6,Solimões,Leste Do Urucu,Terra,Petrobras,105.507933548387,2021-08-01
7,Campos,Marlim Sul,Mar,Petrobras,101.572407741935,2021-08-01
8,Solimões,Rio Urucu,Terra,Petrobras,97.9733377419355,2021-08-01
9,Santos,Sapinhoá,Mar,Petrobras,93.1267577419355,2021-08-01
10,Santos,Sururu,Mar,Petrobras,93.0113948387097,2021-08-01
11,Santos,Atapu,Mar,Petrobras,91.4550435483871,2021-08-01
12,Campos,Albacora,Mar,Petrobras,83.9455225806452,2021-08-01
13,Campos,Marlim,Mar,Petrobras,79.8022661290322,2021-08-01
14,Campos,Albacora Leste,Mar,Petrobras,63.831055483871,2021-08-01
15,Campos,Marlim Leste,Mar,Petrobras,46.3737432258065,2021-08-01
16,Santos,Atlanta,Mar,Enauta Energia,44.5288593548387,2021-08-01
17,Santos,Sul De Tupi,Mar,Petrobras,41.0287016129032,2021-08-01
18,Campos,Namorado,Mar,Petrobras,36.0288387096774,2021-08-01
19,Espírito Santo,Golfinho,Mar,Petrobras,35.9660967741935,2021-08-01
20,Campos,Polvo,Mar,Petro Rio O&G,33.6195658064516,2021-08-01
1,Santos,Sépia,Mar,Petrobras,1065.097606,2021-09-01
2,Santos,Tupi,Mar,Petrobras,542.839061,2021-09-01
3,Santos,Búzios_Eco,Mar,Petrobras,319.352011,2021-09-01
4,Campos,Roncador,Mar,Petrobras,209.000631333333,2021-09-01
5,Santos,Sépia Leste,Mar,Petrobras,146.217893666667,2021-09-01
6,Campos,Jubarte,Mar,Petrobras,139.950055333333,2021-09-01
7,Santos,Sapinhoá,Mar,Petrobras,139.792352666667,2021-09-01
8,Campos,Marlim,Mar,Petrobras,116.758778333333,2021-09-01
9,Santos,Búzios,Mar,Petrobras,112.908707333333,2021-09-01
10,Solimões,Leste Do Urucu,Terra,Petrobras,110.496073333333,2021-09-01
11,Campos,Marlim Sul,Mar,Petrobras,110.364890666667,2021-09-01
12,Solimões,Rio Urucu,Terra,Petrobras,99.34337,2021-09-01
13,Campos,Albacora Leste,Mar,Petrobras,73.0638066666667,2021-09-01
14,Santos,Sururu,Mar,Petrobras,66.8565696666667,2021-09-01
15,Campos,Marlim Leste,Mar,Petrobras,58.2308626666667,2021-09-01
16,Santos,Atapu,Mar,Petrobras,53.2273303333333,2021-09-01
17,Camamu,Manati,Mar,Petrobras,35.5642333333333,2021-09-01
18,Santos,Sul De Tupi,Mar,Petrobras,35.2923066666667,2021-09-01
19,Campos,Pampo,Mar,Trident Energy,33.997397,2021-09-01
20,Santos,Atlanta,Mar,Enauta Energia,33.5065333333333,2021-09-01
1,Santos,Sépia,Mar,Petrobras,1090.68807903226,2021-10-01
2,Santos,Tupi,Mar,Petrobras,608.197389677419,2021-10-01
3,Santos,Búzios,Mar,Petrobras,516.607480645161,2021-10-01
4,Campos,Roncador,Mar,Petrobras,239.766579032258,2021-10-01
5,Santos,Sépia Leste,Mar,Petrobras,149.73098483871,2021-10-01
6,Santos,Sapinhoá,Mar,Petrobras,139.239857419355,2021-10-01
7,Campos,Jubarte,Mar,Petrobras,131.254836451613,2021-10-01
8,Campos,Marlim Sul,Mar,Petrobras,109.267642258065,2021-10-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,100.626282258065,2021-10-01
10,Solimões,Rio Urucu,Terra,Petrobras,95.384005483871,2021-10-01
11,Campos,Marlim,Mar,Petrobras,89.5168303225806,2021-10-01
12,Campos,Albacora Leste,Mar,Petrobras,78.9159790322581,2021-10-01
13,Santos,Sururu,Mar,Petrobras,54.9406693548387,2021-10-01
14,Campos,Marlim Leste,Mar,Petrobras,54.8576661290322,2021-10-01
15,Potiguar,Lorena,Terra,Potiguar E&P S.A.,47.5136303225806,2021-10-01
16,Santos,Atapu,Mar,Petrobras,46.2156877419355,2021-10-01
17,Campos,Barracuda,Mar,Petrobras,42.9747429032258,2021-10-01
18,Amazonas,Azulão,Terra,Eneva,39.7251716129032,2021-10-01
19,Santos,Sul De Tupi,Mar,Petrobras,38.5077583870968,2021-10-01
20,Campos,Pampo,Mar,Trident Energy,37.39,2021-10-01
1,Santos,Búzios,Mar,Petrobras,600,2021-12-01
2,Santos,Tupi,Mar,Petrobras,585.266248387097,2021-12-01
3,Campos,Roncador,Mar,Petrobras,196.672191612903,2021-12-01
4,Santos,Mero,Mar,Petrobras,161.836032258065,2021-12-01
5,Campos,Jubarte,Mar,Petrobras,147.047856129032,2021-12-01
6,Santos,Sépia,Mar,Petrobras,144.136109677419,2021-12-01
7,Campos,Marlim,Mar,Petrobras,141.02758,2021-12-01
8,Campos,Marlim Sul,Mar,Petrobras,131.599638064516,2021-12-01
